time,RLQRD_state_norm,LQR_state_norm,RLQR_state_norm,Hinf_state_norm,AEM_state_norm,RLQRD_input_norm,LQR_input_norm,RLQR_input_norm,Hinf_input_norm,AEM_input_norm,disturbance_norm
1.07,0.005241221482059253,0.007151815047523269,0.007092679919213912,0.0071958847568344255,0.00023487198617181743,10.800554012715496,0.004227770699584924,0.021387478893459044,1.1066820844292062e-05,11.708928270609647,0.00023940900635989996
1.08,0.005200235504007003,0.007388009713826468,0.007325193903460307,0.007434814529040988,0.00024007324532075722,10.88327465646511,0.004343339452256847,0.022056213202134328,1.1424259139170965e-05,11.968218049888797,0.00024463855035668274
1.09,0.005155387316618697,0.007629280523351149,0.007562600310525685,0.00767895985628368,0.00024531758874138284,10.965850696518896,0.004460392041292648,0.022737910955992986,1.178929053199994e-05,12.229655562937289,0.000249909949121356
1.1,0.0051066392666547925,0.00787566352484432,0.007804928348640001,0.00792836230751875,0.0002506039107132369,11.048282034267796,0.004578904438838213,0.023432623897260692,1.216197310117366e-05,12.493185688003209,0.0002552220768428558
1.11,0.005053955741719776,0.008127193487335286,0.008052205787571137,0.008183062323405522,0.0002559310822786608,11.130568579742322,0.004698851548672504,0.024140399980214743,1.2542363289133074e-05,12.75875214495758,0.00026057378491992577
1.12,0.004997303282255652,0.008383903875464171,0.008304458933356252,0.008443099193570036,0.0002612979516232237,11.212710251487321,0.004820207211647532,0.02486128332653967,1.2930515870036633e-05,13.026297514259204,0.00026596390234883235
1.1300000000000001,0.00493665070716911,0.00864582682523201,0.008561712603540324,0.008708511034257644,0.0002667033444645242,11.294706976445053,0.004942944211688557,0.02559531418184352,1.3326483917993045e-05,13.295763256336889,0.00027139123611929545
1.1400000000000001,0.0048719692559250185,0.008912993120182004,0.008823990102932966,0.008979334766382732,0.00027214606444922874,11.376558689845927,0.005067034282350549,0.02634252887334819,1.3730318775867357e-05,13.56708973138225,0.00027685457161849986
1.1500000000000001,0.0048032327506077445,0.009185432168021472,0.009091313199894462,0.009255606093983626,0.0002776248935582146,11.458265335106402,0.005192448113926856,0.027102959768767258,1.4142070024671762e-05,13.840216219546564,0.00028235267304305037
1.16,0.004730417782301704,0.0094631719776938,0.009363702103161774,0.009537359483090629,0.00028313859251968154,11.539826863733547,0.0053191553611057615,0.027876635236384673,1.4561785453552591e-05,14.115080941534828,0.0002878842838187341
