time,RLQRD_state_norm,LQR_state_norm,RLQR_state_norm,Hinf_state_norm,AEM_state_norm,RLQRD_input_norm,LQR_input_norm,RLQR_input_norm,Hinf_input_norm,AEM_input_norm,disturbance_norm
1.04,0.00570462722133184,0.005277825578326453,0.005267010461879401,0.005285170286939711,0.00022057363161963786,10.552481532090194,0.0034778956125838386,0.016463547219597467,8.033155300264027e-06,10.996141734862693,0.0002105513036783324
1.05,0.005672967191035237,0.0054869258907935215,0.005474393149899154,0.00549543742499854,0.0002261303891532625,10.63562976722082,0.003591301699490803,0.01707107810974105,8.348896503995366e-06,11.27315428693963,0.00021576898935228022
1.06,0.005637315013601423,0.0057011420138868086,0.005686762831733295,0.005710910401629699,0.00023174063141563698,10.718633047369737,0.0037064421368121813,0.017691905842835354,8.672241430435318e-06,11.55283303498524,0.00022103519731747688
1.07,0.005597624542839391,0.005920517618532378,0.005904157047887153,0.0059316374612391806,0.00023740317581812944,10.801491238348172,0.003823295237111108,0.018326099973002677,9.003257309879607e-06,11.835119025247577,0.00022634880061006148
1.08,0.00555385151827959,0.006145095098325312,0.006126611890776212,0.006157665719927166,0.0002431168118498991,10.884204215286015,0.003941838132810816,0.018973726202605797,9.342009751872139e-06,12.11995191204479,0.00023170864672328377
1.09,0.005505953654148879,0.006374915541651174,0.006354161975725304,0.006389041139881772,0.0002488803014841636,10.966771862483363,0.004062046780301555,0.01963484633088178,9.68856270760437e-06,12.407269978018178,0.00023711355799506937
1.1,0.00545389073678743,0.006610018704236976,0.006586840412486413,0.006625808504172871,0.0002546923795944654,11.049194073272195,0.0041838959646727635,0.020309518203782184,1.004297843299769e-05,12.69701015488372,0.00024256233200473933
1.11,0.005397624732156834,0.006850442982141099,0.006824678777286325,0.00686801139195384,0.00026055175438079945,11.13147074988747,0.004307359305064964,0.02099779566502863,1.0405317452468334e-05,12.989108044675177,0.00024805374197874925
1.12,0.005337119905449149,0.007096225385191627,0.007067707085415316,0.007115692154079122,0.00026645710780545684,11.213601803347004,0.004432409260635882,0.021699728508393315,1.0775638523375913e-05,13.283497941471513,0.00025358653720531564
1.1300000000000001,0.005272342955256723,0.007347401510882535,0.007315953764368026,0.007368891889145487,0.0002724070960384425,11.295587153339515,0.004559017137135275,0.02241536243121489,1.1153998601157832e-05,13.580112853601616,0.0002591594434577867
1.1400000000000001,0.005203263165328034,0.007604005518737211,0.007569445627547597,0.007627650419964888,0.00027840034991231385,11.377426728120257,0.00468715309408299,0.023144738989160488,1.1540452805153144e-05,13.87888452631864,0.00026477116342662094
1.1500000000000001,0.005129852577649186,0.007866070105148658,0.007828207848544055,0.00789200627047673,0.00028443547538629395,11.459120464413724,0.0048167861525446574,0.023887895552245204,1.1935054385120119e-05,14.17974346493664,0.0002704203771598258
1.16,0.005052086191498335,0.008133626478705741,0.00809226393599779,0.008161996643107345,0.0002905110540194983,11.540668307322903,0.004947884203499419,0.024644865262120737,1.2337854688452669e-05,14.482618958421583,0.0002761057425117107
1.17,0.004969942194281281,0.008406704336014675,0.008361635709058887,0.008437657396584374,0.0002966256434531219,11.62207021024459,0.0050804140167940185,0.025415676990645092,1.274890312810132e-05,14.78743910342897,0.0002818258955998064
